6.9,1335.8,4.9,-3458.4,16389.5,1346.0,-0.7,-41.8,-3.3,27.8,2.0,23.4
6.5,1335.6,-0.7,-3458.2,16385.9,1346.0,0.1,-41.8,-1.9,27.9,0.9,23.3
2.0,1335.6,0.5,-3458.2,16390.7,1345.8,0.1,-41.8,-2.0,28.0,0.4,23.3
-2.1,1335.9,-2.1,-3458.1,16395.6,1345.2,0.7,-41.9,-1.7,28.1,1.4,23.3
0.1,1335.9,-1.1,-3458.1,16389.7,1345.0,0.9,-41.9,0.5,28.0,1.6,23.2
-3.1,1336.2,0.1,-3458.1,16392.4,1344.6,1.1,-41.9,1.8,27.9,-0.4,23.3
-2.9,1336.3,1.6,-3458.2,16389.6,1344.4,-0.2,-41.9,2.1,27.8,-2.3,23.4
-1.1,1336.4,-2.7,-3458.0,16390.5,1344.1,-0.7,-41.9,1.9,27.7,-0.9,23.4
-1.1,1336.5,5.2,-3458.4,16385.5,1344.2,-1.2,-41.8,1.7,27.6,1.1,23.3
1.3,1336.4,7.9,-3458.8,16389.2,1343.9,-1.7,-41.7,2.5,27.5,0.6,23.3
2.0,1336.4,0.4,-3458.6,16380.3,1344.4,-1.1,-41.6,2.7,27.4,0.3,23.3
0.7,1336.5,0.7,-3458.6,16379.6,1344.7,-2.5,-41.5,2.1,27.3,0.1,23.4
3.3,1336.3,0.9,-3458.6,16378.4,1345.0,-1.7,-41.4,0.6,27.3,1.3,23.3
-1.7,1336.4,-0.4,-3458.5,16380.5,1345.2,-0.8,-41.4,-0.8,27.4,1.7,23.2
-0.5,1336.4,-3.2,-3458.4,16378.8,1345.5,0.1,-41.4,-1.7,27.5,2.3,23.1
-4.4,1336.8,-2.7,-3458.3,16376.7,1345.9,0.1,-41.4,-1.3,27.5,-1.9,23.3
-6.3,1337.2,-1.5,-3458.3,16382.7,1345.7,0.4,-41.4,-1.4,27.6,-2.0,23.4
-2.5,1337.2,2.1,-3458.4,16387.5,1345.4,0.5,-41.4,-1.9,27.7,-1.5,23.5
-2.9,1337.3,3.5,-3458.6,16389.3,1345.1,0.9,-41.5,-1.7,27.8,0.3,23.5
0.3,1337.2,2.5,-3458.6,16384.9,1345.2,1.1,-41.6,-1.2,27.9,1.1,23.4
1.5,1337.2,-1.5,-3458.4,16382.9,1345.2,1.0,-41.6,-1.1,27.9,-0.5,23.5
3.2,1337.1,-3.3,-3458.3,16386.4,1345.0,1.1,-41.7,-1.1,28.0,2.5,23.3
1.1,1337.1,-0.9,-3458.4,16383.9,1345.1,1.4,-41.7,-0.9,28.0,0.7,23.3
1.3,1337.0,-2.1,-3458.2,16379.5,1345.4,0.8,-41.8,0.3,28.0,2.3,23.2
-0.7,1337.0,-5.6,-3458.0,16373.3,1346.0,0.7,-41.8,0.9,27.9,4.2,23.0
-2.5,1337.2,-1.9,-3458.0,16374.9,1346.5,0.1,-41.8,1.1,27.9,3.3,22.8
2.4,1337.0,0.4,-3457.9,16384.7,1346.3,0.9,-41.8,0.1,27.9,1.6,22.8
3.3,1336.8,0.8,-3457.9,16382.4,1346.5,-0.1,-41.8,1.2,27.8,2.0,22.7
4.5,1336.7,-1.6,-3457.9,16384.3,1346.4,-1.6,-41.7,1.0,27.8,0.9,22.6
2.4,1336.7,-0.8,-3457.9,16385.9,1346.4,-1.8,-41.6,2.5,27.6,3.9,22.4
1.2,1336.6,3.7,-3458.2,16385.2,1346.5,-1.4,-41.5,2.9,27.5,6.1,22.1
0.8,1336.6,-1.5,-3458.0,16384.8,1346.5,-1.0,-41.5,1.2,27.5,2.2,22.1
2.3,1336.5,-2.0,-3457.9,16398.7,1345.5,-0.6,-41.4,0.9,27.4,0.6,22.2
-0.1,1336.6,2.9,-3458.1,16393.7,1345.2,-0.9,-41.4,2.1,27.3,-0.4,22.2
-3.5,1336.9,-4.7,-3457.7,16390.5,1344.9,-1.9,-41.3,1.4,27.3,-0.1,22.2
-3.7,1337.2,-2.9,-3457.6,16392.5,1344.5,-0.1,-41.3,-0.3,27.3,-1.1,22.3
-3.7,1337.5,1.1,-3457.6,16396.7,1343.9,0.5,-41.3,-0.8,27.4,-1.9,22.4
0.4,1337.4,-3.6,-3457.3,16385.3,1344.1,1.1,-41.4,-1.6,27.5,-3.3,22.6
-1.1,1337.5,1.9,-3457.5,16385.6,1344.1,0.7,-41.4,-1.1,27.5,-1.5,22.7
